"No.","Time","Source","Destination","Protocol","Length","Info"
"37","0.792339252","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=36201 Win=80384 Len=0 TSval=2997798347 TSecr=575209324"
"38","0.804647107","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=39097 Win=80384 Len=0 TSval=2997798359 TSecr=575209342"
"39","0.815726398","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=57921 Ack=1 Win=42496 Len=2896 TSval=575209501 TSecr=2997798206"
"40","0.839949948","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=60817 Ack=1 Win=42496 Len=2896 TSval=575209528 TSecr=2997798233"
"41","0.840218440","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=41993 Win=80384 Len=0 TSval=2997798395 TSecr=575209342"
"42","0.864267715","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=63713 Ack=1 Win=42496 Len=2896 TSval=575209528 TSecr=2997798233"
"43","0.876903272","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=43441 Win=80896 Len=0 TSval=2997798432 TSecr=575209342"
"44","0.888942452","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=66609 Ack=1 Win=42496 Len=2896 TSval=575209551 TSecr=2997798256"
"45","0.889587108","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=46337 Win=86528 Len=0 TSval=2997798445 TSecr=575209454"
"46","0.912533802","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=69505 Ack=1 Win=42496 Len=2896 TSval=575209551 TSecr=2997798256"
"47","0.913409779","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=49233 Win=92672 Len=0 TSval=2997798468 TSecr=575209454"
"48","0.936792027","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=72401 Ack=1 Win=42496 Len=2896 TSval=575209574 TSecr=2997798279"
"49","0.937126292","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=52129 Win=98304 Len=0 TSval=2997798492 TSecr=575209478"
"50","0.961011731","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=75297 Ack=1 Win=42496 Len=2896 TSval=575209574 TSecr=2997798279"
"51","0.961563954","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=55025 Win=103936 Len=0 TSval=2997798517 TSecr=575209478"
"52","0.974772390","10.0.0.3","10.0.0.2","TCP","1514","44120  >  34568 [ACK] Seq=78193 Ack=1 Win=42496 Len=1448 TSval=575209617 TSecr=2997798323"
"53","0.986057941","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=57921 Win=110080 Len=0 TSval=2997798541 TSecr=575209501"
"54","0.997983047","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=79641 Ack=1 Win=42496 Len=2896 TSval=575209617 TSecr=2997798323"
"55","1.010751131","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=60817 Win=115712 Len=0 TSval=2997798565 TSecr=575209501"
"56","1.021534381","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=82537 Ack=1 Win=42496 Len=2896 TSval=575209642 TSecr=2997798347"
"57","1.046163863","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=85433 Ack=1 Win=42496 Len=2896 TSval=575209654 TSecr=2997798359"
"58","1.061125188","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=63713 Win=121344 Len=0 TSval=2997798614 TSecr=575209528"
"59","1.070044713","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=88329 Ack=1 Win=42496 Len=2896 TSval=575209654 TSecr=2997798359"
"60","1.085576125","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=66609 Win=127488 Len=0 TSval=2997798638 TSecr=575209528"
"61","1.094252265","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=91225 Ack=1 Win=42496 Len=2896 TSval=575209690 TSecr=2997798395"
"62","1.111273463","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=69505 Win=133120 Len=0 TSval=2997798666 TSecr=575209551"
"63","1.118607322","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=94121 Ack=1 Win=42496 Len=2896 TSval=575209726 TSecr=2997798432"
"64","1.133120039","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=72401 Win=138752 Len=0 TSval=2997798686 TSecr=575209551"
"65","1.142904531","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=97017 Ack=1 Win=42496 Len=2896 TSval=575209739 TSecr=2997798445"
"66","1.154903245","10.0.0.3","10.0.0.2","TCP","1514","44120  >  34568 [ACK] Seq=99913 Ack=1 Win=42496 Len=1448 TSval=575209763 TSecr=2997798468"
"67","1.155891303","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=75297 Win=144896 Len=0 TSval=2997798711 TSecr=575209574"
"68","1.179114168","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=101361 Ack=1 Win=42496 Len=2896 TSval=575209787 TSecr=2997798492"
"69","1.203333917","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=104257 Ack=1 Win=42496 Len=2896 TSval=575209811 TSecr=2997798517"
"70","1.216484687","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=78193 Win=150528 Len=0 TSval=2997798771 TSecr=575209574"
"71","1.227624865","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=107153 Ack=1 Win=42496 Len=2896 TSval=575209836 TSecr=2997798541"
"72","1.240416772","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=79641 Win=153600 Len=0 TSval=2997798796 TSecr=575209617"
"73","1.251720617","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=110049 Ack=1 Win=42496 Len=2896 TSval=575209860 TSecr=2997798565"
"74","1.252272840","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=82537 Win=156160 Len=0 TSval=2997798807 TSecr=575209617"
"75","1.263822735","10.0.0.3","10.0.0.2","TCP","1514","44120  >  34568 [ACK] Seq=112945 Ack=1 Win=42496 Len=1448 TSval=575209865 TSecr=2997798565"
"76","1.276664531","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=85433 Win=156160 Len=0 TSval=2997798832 TSecr=575209642"
"77","1.288180578","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=114393 Ack=1 Win=42496 Len=2896 TSval=575209911 TSecr=2997798614"
"78","1.301110618","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=88329 Win=156160 Len=0 TSval=2997798856 TSecr=575209654"
"79","1.312370856","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=117289 Ack=1 Win=42496 Len=2896 TSval=575209935 TSecr=2997798638"
"80","1.325516787","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=91225 Win=156160 Len=0 TSval=2997798880 TSecr=575209654"
"81","1.336498659","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=120185 Ack=1 Win=42496 Len=2896 TSval=575209961 TSecr=2997798666"
"82","1.349227047","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=94121 Win=156160 Len=0 TSval=2997798904 TSecr=575209690"
"83","1.360958552","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=123081 Ack=1 Win=42496 Len=2896 TSval=575209983 TSecr=2997798686"
"84","1.385447620","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=125977 Ack=1 Win=42496 Len=2896 TSval=575210005 TSecr=2997798711"
"85","1.397792394","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=97017 Win=156160 Len=0 TSval=2997798953 TSecr=575209726"
"86","1.409236703","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=128873 Ack=1 Win=42496 Len=2896 TSval=575210066 TSecr=2997798771"
"87","1.422849255","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=99913 Win=156160 Len=0 TSval=2997798977 TSecr=575209739"
"88","1.433423054","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=131769 Ack=1 Win=42496 Len=2896 TSval=575210090 TSecr=2997798796"
"89","1.447320922","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=101361 Win=157184 Len=0 TSval=2997799002 TSecr=575209763"
"90","1.457661323","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=134665 Ack=1 Win=42496 Len=2896 TSval=575210102 TSecr=2997798807"
"91","1.457838725","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=104257 Win=157184 Len=0 TSval=2997799013 TSecr=575209787"
"92","1.469943965","10.0.0.3","10.0.0.2","TCP","1514","44120  >  34568 [ACK] Seq=137561 Ack=1 Win=42496 Len=1448 TSval=575210126 TSecr=2997798832"
"93","1.483169904","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=107153 Win=157184 Len=0 TSval=2997799037 TSecr=575209811"
"94","1.493956139","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=139009 Ack=1 Win=42496 Len=2896 TSval=575210151 TSecr=2997798856"
"95","1.508097442","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=110049 Win=157184 Len=0 TSval=2997799062 TSecr=575209836"
"96","1.525890968","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=141905 Ack=1 Win=42496 Len=2896 TSval=575210175 TSecr=2997798880"
"97","1.530911515","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=112945 Win=157184 Len=0 TSval=2997799086 TSecr=575209860"
"98","1.542848554","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=144801 Ack=1 Win=42496 Len=2896 TSval=575210199 TSecr=2997798904"
"99","1.566674472","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=147697 Ack=1 Win=42496 Len=2896 TSval=575210247 TSecr=2997798953"
"100","1.591145146","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=150593 Ack=1 Win=42496 Len=2896 TSval=575210247 TSecr=2997798953"
"101","1.593017036","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=117289 Win=157184 Len=0 TSval=2997799147 TSecr=575209865"
"102","1.615070228","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=153489 Ack=1 Win=42496 Len=2896 TSval=575210272 TSecr=2997798977"
"103","1.616134298","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=120185 Win=157184 Len=0 TSval=2997799171 TSecr=575209935"
"104","1.627311937","10.0.0.3","10.0.0.2","TCP","1514","44120  >  34568 [ACK] Seq=156385 Ack=1 Win=42496 Len=1448 TSval=575210297 TSecr=2997799002"
"105","1.651579239","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=157833 Ack=1 Win=42496 Len=2896 TSval=575210307 TSecr=2997799013"
"106","1.666277168","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=123081 Win=157184 Len=0 TSval=2997799219 TSecr=575209961"
"107","1.675586096","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=160729 Ack=1 Win=42496 Len=2896 TSval=575210333 TSecr=2997799037"
"108","1.688828827","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=125977 Win=157184 Len=0 TSval=2997799244 TSecr=575209983"
"109","1.700127261","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=163625 Ack=1 Win=42496 Len=2896 TSval=575210358 TSecr=2997799062"
"110","1.716594985","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=128873 Win=157184 Len=0 TSval=2997799268 TSecr=575210005"
"111","1.724216957","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=166521 Ack=1 Win=42496 Len=2896 TSval=575210381 TSecr=2997799086"
"112","1.736469851","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=131769 Win=157184 Len=0 TSval=2997799292 TSecr=575210066"
"113","1.748288484","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=169417 Ack=1 Win=42496 Len=2896 TSval=575210443 TSecr=2997799147"
"114","1.762910440","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=134665 Win=162816 Len=0 TSval=2997799316 TSecr=575210090"
"115","1.772514865","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=172313 Ack=1 Win=42496 Len=2896 TSval=575210466 TSecr=2997799171"
"116","1.784645326","10.0.0.3","10.0.0.2","TCP","1514","44120  >  34568 [ACK] Seq=175209 Ack=1 Win=42496 Len=1448 TSval=575210466 TSecr=2997799171"
"117","1.797609796","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=137561 Win=168448 Len=0 TSval=2997799353 TSecr=575210102"
"118","1.809036731","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=176657 Ack=1 Win=42496 Len=2896 TSval=575210516 TSecr=2997799219"
"119","1.821694372","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=139009 Win=171520 Len=0 TSval=2997799377 TSecr=575210126"
"120","1.833152140","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=179553 Ack=1 Win=42496 Len=2896 TSval=575210538 TSecr=2997799244"
"121","1.835012751","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=141905 Win=177152 Len=0 TSval=2997799390 TSecr=575210151"
"122","1.857443879","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=182449 Ack=1 Win=42496 Len=2896 TSval=575210566 TSecr=2997799268"
"123","1.857724494","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=144801 Win=183296 Len=0 TSval=2997799413 TSecr=575210175"
"124","1.881523862","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=185345 Ack=1 Win=42496 Len=2896 TSval=575210586 TSecr=2997799292"
"125","1.882526748","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=147697 Win=188928 Len=0 TSval=2997799437 TSecr=575210199"
"126","1.905704753","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=188241 Ack=1 Win=42496 Len=2896 TSval=575210612 TSecr=2997799316"
"127","1.906151028","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=150593 Win=194560 Len=0 TSval=2997799462 TSecr=575210247"
"128","1.931058158","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=191137 Ack=1 Win=42496 Len=2896 TSval=575210647 TSecr=2997799353"
"129","1.931062947","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=153489 Win=200704 Len=0 TSval=2997799486 TSecr=575210247"
"130","1.954216226","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=194033 Ack=1 Win=42496 Len=2896 TSval=575210671 TSecr=2997799377"
"131","1.954535353","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=156385 Win=206336 Len=0 TSval=2997799510 TSecr=575210272"
"132","1.978444666","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=196929 Ack=1 Win=42496 Len=2896 TSval=575210685 TSecr=2997799390"
"133","1.979284818","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=157833 Win=209408 Len=0 TSval=2997799534 TSecr=575210297"
"134","2.002846000","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=199825 Ack=1 Win=42496 Len=2896 TSval=575210707 TSecr=2997799413"
"135","2.017032387","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=160729 Win=215040 Len=0 TSval=2997799572 TSecr=575210307"
"136","2.026919351","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=202721 Ack=1 Win=42496 Len=2896 TSval=575210732 TSecr=2997799437"
"137","2.041599621","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=163625 Win=220672 Len=0 TSval=2997799595 TSecr=575210333"
"138","2.051115931","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=205617 Ack=1 Win=42496 Len=2896 TSval=575210756 TSecr=2997799462"
"139","2.063464349","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=166521 Win=226304 Len=0 TSval=2997799619 TSecr=575210358"
"140","2.075283858","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=208513 Ack=1 Win=42496 Len=2896 TSval=575210781 TSecr=2997799486"
"141","2.092072782","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=169417 Win=232448 Len=0 TSval=2997799643 TSecr=575210381"
"142","2.099589422","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=211409 Ack=1 Win=42496 Len=2896 TSval=575210804 TSecr=2997799510"
"143","2.112102012","10.0.0.3","10.0.0.2","TCP","1514","44120  >  34568 [ACK] Seq=214305 Ack=1 Win=42496 Len=1448 TSval=575210804 TSecr=2997799510"
"144","2.123776349","10.0.0.3","10.0.0.2","TCP","1514","44120  >  34568 [ACK] Seq=215753 Ack=1 Win=42496 Len=1448 TSval=575210829 TSecr=2997799534"
"145","2.142602049","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=172313 Win=238080 Len=0 TSval=2997799697 TSecr=575210443"
"146","2.148123617","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=217201 Ack=1 Win=42496 Len=2896 TSval=575210867 TSecr=2997799572"
"147","2.163482698","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=175209 Win=243712 Len=0 TSval=2997799716 TSecr=575210466"
"148","2.172282317","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=220097 Ack=1 Win=42496 Len=2896 TSval=575210891 TSecr=2997799595"
"149","2.184575492","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=176657 Win=246784 Len=0 TSval=2997799740 TSecr=575210466"
"150","2.200306628","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=222993 Ack=1 Win=42496 Len=2896 TSval=575210913 TSecr=2997799619"
"151","2.200313852","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=179553 Win=252416 Len=0 TSval=2997799752 TSecr=575210516"
"152","2.220674597","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=225889 Ack=1 Win=42496 Len=2896 TSval=575210942 TSecr=2997799643"
"153","2.222404703","10.0.0.2","10.0.0.3","TCP","66","34568  >  44120 [ACK] Seq=1 Ack=182449 Win=258560 Len=0 TSval=2997799777 TSecr=575210538"
"154","2.244949615","10.0.0.3","10.0.0.2","TCP","2962","44120  >  34568 [PSH, ACK] Seq=228785 Ack=1 Win=42496 Len=2896 TSval=575210992 TSecr=2997799697"
